respondent_id,age_group,gender,region,education_level,employment_status,income_band,weekly_behaviour_frequency,monthly_spend,previous_action_attempts,engagement_minutes_monthly,awareness_score,trust_score,confidence_score,change_intention_score,perceived_social_norm_score,service_satisfaction_score,motivation_health,motivation_financial,motivation_social,motivation_convenience,barrier_cost,barrier_time,barrier_habit,barrier_low_confidence,barrier_information,used_digital_tool,sought_support,recent_positive_action,would_recommend_service,preferred_information_channel,preferred_support_type,open_feedback,synthetic_true_segment,survey_weight_seed
R01712,45-59,Female,South,Vocational,Self-employed,Upper-middle,4,110.45,0,49,5,3,3,3,4,3,4,3,2,3,3,2,3,3,4,Yes,No,Yes,No,Friends or family,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,0.9668
R01713,30-44,Female,South,Postgraduate,Retired,Upper-middle,5,86.77,5,65,4,4,4,5,4,4,4,4,4,4,1,1,1,2,1,No,Yes,Yes,No,Healthcare professional,Digital coaching,Personal advice would be useful.,Engaged and Confident,0.9038
R01714,18-29,Female,Central,Vocational,Retired,Low,4,68.37,2,80,3,4,4,5,5,5,5,,3,5,2,1,3,1,2,No,Yes,No,Yes,Healthcare professional,Digital coaching,Cost is the main issue for me.,Ready for Change,0.6649
R01715,18-29,Non-binary,Central,Undergraduate,Employed,Prefer not to say,3,55.27,1,62,4,4,5,3,4,3,4,4,3,3,1,2,2,1,2,No,No,No,No,Healthcare professional,One-to-one support,I am satisfied with the available options.,Engaged and Confident,1.0769
R01716,18-29,Male,East,Undergraduate,Employed,Lower-middle,2,61.32,1,56,5,4,4,3,5,2,5,3,,5,1,4,2,,1,Yes,Yes,Yes,No,Email,One-to-one support,Personal advice would be useful.,Ready for Change,0.9735
R01717,45-59,Female,South,Vocational,Employed,Low,3,60.62,5,55,3,4,3,3,3,4,5,5,3,4,2,2,3,1,1,No,Yes,Yes,No,Friends or family,No support,I am satisfied with the available options.,Engaged and Confident,1.0374
R01718,60+,Female,East,Vocational,Employed,Upper-middle,4,112.13,2,77,4,3,2,2,5,4,2,4,4,4,2,1,4,5,2,Yes,Yes,No,No,Friends or family,Digital coaching,Clearer information would help.,Interested but Uncertain,1.28
R01719,45-59,Male,North,Undergraduate,Employed,Low,3,71.01,3,30,3,4,2,4,3,3,4,4,4,3,3,3,3,3,2,Yes,Yes,No,Yes,Social media,One-to-one support,Digital tools are convenient.,Interested but Uncertain,1.0402
R01720,18-29,Female,Central,Undergraduate,Employed,High,4,81.69,0,62,4,5,5,3,3,4,4,4,3,4,1,3,2,2,3,Yes,No,Yes,Yes,Social media,Digital coaching,Clearer information would help.,Engaged and Confident,1.0615
R01721,45-59,,North,Vocational,Employed,Lower-middle,5,110.43,2,60,4,3,2,3,5,2,4,3,4,3,2,4,2,4,3,No,Yes,No,No,Email,Group support,Digital tools are convenient.,Interested but Uncertain,0.6588
R01722,30-44,Male,East,Undergraduate,Employed,Upper-middle,4,108.37,3,69,5,4,3,3,4,2,4,3,2,2,2,3,4,4,4,Yes,No,No,No,Healthcare professional,One-to-one support,Cost is the main issue for me.,Interested but Uncertain,0.9322
R01723,30-44,Female,South,Secondary,Employed,Low,6,121.87,3,12,3,2,2,3,3,3,3,4,1,2,5,5,4,5,5,No,No,No,No,Social media,Digital coaching,,Habit-Driven and Resistant,0.8494
R01724,45-59,Male,North,Undergraduate,Employed,Low,4,115.52,2,35,4,5,2,4,5,3,3,3,2,3,3,3,4,5,4,No,Yes,No,Yes,Email,Digital coaching,Cost is the main issue for me.,Interested but Uncertain,0.9296
R01725,30-44,Male,North,Secondary,Employed,Prefer not to say,4,78.09,1,22,3,5,3,5,4,5,5,4,5,5,2,1,4,2,1,Yes,Yes,Yes,Yes,Email,Digital coaching,Personal advice would be useful.,Ready for Change,1.0371
R01726,45-59,Male,East,Undergraduate,Employed,Prefer not to say,6,95.36,2,43,3,3,1,2,3,1,2,1,3,1,4,4,4,4,4,No,No,Yes,No,Friends or family,Group support,Digital tools are convenient.,Habit-Driven and Resistant,1.0511
R01727,30-44,Female,North,Undergraduate,Employed,Upper-middle,5,130.27,4,29,1,3,2,4,2,3,4,4,3,3,4,4,4,3,2,Yes,Yes,No,No,Community organisation,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,0.9075
R01728,30-44,Male,East,Undergraduate,Employed,Lower-middle,6,105.83,,24,1,2,2,2,2,2,2,1,2,2,5,4,5,4,3,No,Yes,No,No,Email,Digital coaching,Personal advice would be useful.,Habit-Driven and Resistant,0.873
R01729,45-59,Male,West,Vocational,Employed,High,1,74.72,1,61,4,5,3,4,4,5,5,4,2,4,2,1,3,2,2,Yes,Yes,No,Yes,Social media,Digital coaching,Clearer information would help.,Ready for Change,0.9462
R01730,60+,Female,East,Undergraduate,Employed,Upper-middle,3,67.66,1,56,4,4,5,3,5,3,5,3,4,3,1,1,2,1,1,,Yes,Yes,No,Social media,No support,Clearer information would help.,Engaged and Confident,1.2951
R01731,45-59,Female,South,Undergraduate,Employed,Upper-middle,5,38.51,2,99,5,4,5,5,5,4,5,5,4,3,1,2,3,2,1,Yes,Yes,No,No,Search engine,No support,Clearer information would help.,Ready for Change,0.8677
R01732,45-59,Male,West,Postgraduate,Employed,Upper-middle,5,47.61,1,59,,3,4,5,4,,5,5,4,4,1,2,3,2,1,Yes,Yes,No,No,Search engine,Self-guided tools,Cost is the main issue for me.,Ready for Change,1.1223
R01733,18-29,Male,East,Secondary,Employed,Upper-middle,6,98.13,0,7,3,1,3,1,2,4,3,3,1,2,3,4,5,4,,No,Yes,No,No,Social media,No support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.9813
R01734,60+,Female,East,Undergraduate,Self-employed,Upper-middle,5,88.42,3,42,2,4,2,4,2,4,3,5,5,5,2,2,4,5,2,Yes,Yes,Yes,,Community organisation,One-to-one support,I prefer flexible support that fits my routine.,Interested but Uncertain,1.1311
R01735,45-59,Female,West,Undergraduate,Employed,Upper-middle,4,89.01,1,52,4,3,2,3,5,4,3,3,2,3,3,3,4,4,2,Yes,Yes,No,No,Social media,,,Interested but Uncertain,1.0147
R01736,45-59,Male,North,Secondary,Retired,Lower-middle,5,112.36,2,36,4,1,2,2,2,2,2,3,2,2,5,5,4,5,4,No,Yes,No,No,Search engine,Digital coaching,I need more confidence before taking action.,Habit-Driven and Resistant,1.063
R01737,60+,Female,South,Secondary,Retired,Low,5,121.54,1,47,2,2,3,1,1,3,3,2,1,1,3,5,4,4,5,No,Yes,No,No,Email,Self-guided tools,I need more confidence before taking action.,Habit-Driven and Resistant,0.7769
R01738,30-44,Female,North,Postgraduate,Unemployed,Upper-middle,4,113.12,1,61,3,2,2,3,3,3,5,3,4,4,3,2,4,3,2,No,Yes,No,No,Search engine,One-to-one support,Personal advice would be useful.,Interested but Uncertain,1.2288
R01739,18-29,Female,Central,Undergraduate,Unemployed,Prefer not to say,4,53.78,3,65,3,3,3,5,5,4,5,5,5,4,2,2,3,3,2,Yes,Yes,Yes,No,Social media,Digital coaching,Personal advice would be useful.,Ready for Change,1.4159
R01740,18-29,Male,South,Vocational,Self-employed,Lower-middle,3,92.14,5,57,4,3,3,4,5,4,5,4,4,4,1,2,3,1,1,Yes,Yes,Yes,No,Friends or family,Self-guided tools,Personal advice would be useful.,Ready for Change,0.9387
R01741,45-59,Female,South,Postgraduate,Self-employed,Upper-middle,4,68.89,5,54,4,3,3,5,5,5,5,5,4,4,1,2,2,1,1,Yes,Yes,Yes,No,Social media,Digital coaching,I am satisfied with the available options.,Ready for Change,0.9437
R01742,30-44,Male,North,Vocational,Employed,Lower-middle,4,105.91,0,40,2,4,1,3,3,3,,3,4,2,2,4,3,4,4,Yes,No,No,No,Healthcare professional,One-to-one support,I need more confidence before taking action.,Interested but Uncertain,1.082
R01743,18-29,Male,West,Secondary,Self-employed,Lower-middle,7,121.13,1,48,4,2,2,1,2,1,2,1,1,2,4,4,4,5,5,No,No,No,No,Healthcare professional,One-to-one support,Clearer information would help.,Habit-Driven and Resistant,1.125
R01744,45-59,,North,Postgraduate,Employed,High,4,97.68,3,76,4,3,4,4,4,4,5,3,1,5,2,2,3,1,3,No,Yes,Yes,Yes,Friends or family,Self-guided tools,I prefer flexible support that fits my routine.,Engaged and Confident,1.0622
R01745,30-44,Female,East,Secondary,Student,Lower-middle,3,96.81,2,53,5,5,4,4,4,4,5,5,4,4,1,1,2,1,1,Yes,No,Yes,No,Healthcare professional,Digital coaching,Personal advice would be useful.,Ready for Change,0.8782
R01746,30-44,Female,East,Vocational,Employed,High,5,126.26,0,50,4,3,3,3,4,3,2,4,4,5,4,2,3,4,1,Yes,No,No,No,,Self-guided tools,,Interested but Uncertain,0.7996
R01747,30-44,Female,Central,Undergraduate,Employed,Low,3,85.1,2,46,3,3,4,3,4,3,5,4,2,3,2,4,4,3,5,No,Yes,Yes,No,Healthcare professional,Self-guided tools,,Interested but Uncertain,0.9883
R01748,18-29,Male,Central,Undergraduate,Student,Upper-middle,7,,0,30,2,3,1,3,1,4,2,1,2,2,5,4,4,5,3,Yes,Yes,No,Yes,Community organisation,Digital coaching,Personal advice would be useful.,Habit-Driven and Resistant,0.8408
R01749,45-59,Male,West,Postgraduate,Retired,Prefer not to say,6,,1,48,3,3,3,2,2,4,4,2,2,3,3,3,3,2,3,No,Yes,Yes,No,Email,Digital coaching,Clearer information would help.,Interested but Uncertain,1.0585
R01750,60+,Female,North,Postgraduate,Employed,Upper-middle,3,85.17,1,14,3,4,2,2,3,2,5,4,4,5,1,4,3,5,4,Yes,,Yes,No,Search engine,One-to-one support,I prefer flexible support that fits my routine.,Interested but Uncertain,1.097
R01751,18-29,Female,Central,Undergraduate,Student,Low,6,95.97,1,89,5,2,3,3,5,3,4,5,3,5,3,1,2,2,4,Yes,No,No,Yes,Healthcare professional,One-to-one support,,Interested but Uncertain,0.9737
R01752,30-44,Male,North,Secondary,Employed,Upper-middle,6,132.14,1,26,1,3,2,1,2,3,3,1,2,4,4,3,4,3,2,No,Yes,No,No,Community organisation,Group support,I am satisfied with the available options.,Habit-Driven and Resistant,0.8422
R01753,18-29,Male,Central,Postgraduate,Employed,Upper-middle,5,62.33,1,28,4,1,3,4,5,3,3,4,5,4,4,3,3,3,3,No,Yes,Yes,No,Social media,Self-guided tools,,Interested but Uncertain,1.1141
R01754,45-59,Male,East,Secondary,Retired,Lower-middle,5,75.22,2,58,5,5,5,,3,4,5,2,3,2,2,2,3,1,3,Yes,No,No,No,Social media,One-to-one support,Digital tools are convenient.,Engaged and Confident,0.8627
R01755,30-44,Female,Central,Vocational,Retired,Lower-middle,5,85.33,1,79,5,3,5,4,5,5,3,4,5,4,3,2,3,1,1,Yes,Yes,Yes,Yes,Community organisation,Group support,,Ready for Change,1.0986
R01756,18-29,Male,South,Secondary,Employed,Upper-middle,3,65.83,3,37,3,5,5,4,5,1,5,4,4,5,1,3,3,3,1,Yes,No,Yes,No,Search engine,Digital coaching,I need more confidence before taking action.,Ready for Change,0.9175
R01757,,Female,West,Undergraduate,Employed,Low,4,121.77,0,21,4,2,1,4,4,3,3,4,3,4,2,1,3,5,1,No,Yes,No,No,Social media,Self-guided tools,Cost is the main issue for me.,Interested but Uncertain,0.9561
R01758,30-44,Female,South,Undergraduate,Employed,Lower-middle,4,93.43,1,56,3,3,3,2,1,4,2,3,2,2,5,4,,3,4,No,No,No,Yes,Search engine,Digital coaching,,Habit-Driven and Resistant,1.0477
R01759,30-44,Female,East,Postgraduate,Employed,Lower-middle,6,96.07,1,46,3,3,,2,1,4,3,3,3,1,5,4,4,4,2,Yes,Yes,No,Yes,Search engine,Digital coaching,Clearer information would help.,Habit-Driven and Resistant,0.9798
R01760,45-59,Male,West,Secondary,Employed,Lower-middle,5,88.15,,35,2,,2,2,2,,3,3,1,3,4,5,5,4,1,No,No,No,No,Social media,Self-guided tools,I am satisfied with the available options.,Habit-Driven and Resistant,1.0028
R01761,60+,Male,East,Postgraduate,Employed,Low,5,125.58,1,37,2,2,2,1,1,4,2,2,2,2,5,5,4,3,4,Yes,No,No,No,Email,Self-guided tools,Personal advice would be useful.,Habit-Driven and Resistant,1.094
R01762,30-44,Male,South,Postgraduate,Retired,Lower-middle,2,,2,59,5,4,4,4,3,3,5,5,2,3,2,1,2,1,2,No,Yes,No,Yes,Friends or family,One-to-one support,I am satisfied with the available options.,Engaged and Confident,0.9284
R01763,30-44,Male,East,Undergraduate,Employed,Upper-middle,6,86.42,1,43,3,4,1,2,4,3,4,,4,3,4,3,5,3,1,No,Yes,Yes,Yes,Search engine,Digital coaching,Digital tools are convenient.,Interested but Uncertain,1.1314
R01764,60+,Male,South,Vocational,Employed,High,7,113.9,0,41,1,3,2,1,2,3,1,3,1,,4,3,5,4,3,No,No,No,Yes,Email,No support,Cost is the main issue for me.,Habit-Driven and Resistant,
R01765,45-59,Male,North,Postgraduate,Student,Upper-middle,6,102.17,2,18,2,3,1,2,1,4,2,3,1,3,4,4,5,4,5,No,Yes,No,No,Search engine,Self-guided tools,Personal advice would be useful.,Habit-Driven and Resistant,1.1175
R01766,60+,Male,Central,Vocational,Employed,Lower-middle,7,122.94,1,31,2,4,2,1,4,2,3,2,2,2,5,5,4,3,5,No,Yes,Yes,No,Search engine,No support,Personal advice would be useful.,Habit-Driven and Resistant,1.0736
R01767,18-29,Female,Central,Secondary,Retired,Upper-middle,3,104.53,3,43,4,3,4,4,4,3,4,4,5,5,3,2,3,2,2,Yes,Yes,Yes,No,Social media,Self-guided tools,,Engaged and Confident,1.1301
R01768,18-29,Female,North,Vocational,Employed,High,3,73.92,2,85,4,3,4,4,4,3,4,,3,3,2,1,2,1,3,Yes,No,No,Yes,Search engine,One-to-one support,Clearer information would help.,Engaged and Confident,0.9622
R01769,30-44,Female,South,Undergraduate,Employed,,6,112.29,4,33,2,1,2,2,2,2,2,2,1,3,4,5,5,5,5,No,No,Yes,No,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,1.0576
R01770,60+,Female,West,Undergraduate,Student,Upper-middle,7,,0,30,2,3,2,1,2,2,2,2,1,1,5,3,5,3,3,No,No,No,No,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.9355
R01771,45-59,Male,North,Undergraduate,Self-employed,Lower-middle,5,80.39,2,43,3,4,2,3,4,3,3,3,4,2,2,3,3,5,2,No,Yes,No,Yes,Friends or family,Digital coaching,I need more confidence before taking action.,Interested but Uncertain,1.0149
R01772,18-29,Female,East,Secondary,Retired,Lower-middle,3,92.03,4,35,3,3,2,4,1,3,5,4,,4,3,3,4,5,3,Yes,No,Yes,Yes,Healthcare professional,One-to-one support,Digital tools are convenient.,Interested but Uncertain,0.9686
R01773,30-44,,South,Undergraduate,Student,Upper-middle,2,63.33,2,44,3,3,4,5,3,3,4,4,3,3,1,1,3,2,1,Yes,Yes,Yes,Yes,Community organisation,Digital coaching,I am satisfied with the available options.,Engaged and Confident,1.2182
R01774,18-29,Male,East,Secondary,Employed,,3,,2,52,4,3,4,4,3,3,5,4,3,5,2,3,3,2,3,Yes,Yes,No,No,Friends or family,Digital coaching,Clearer information would help.,Engaged and Confident,1.2336
R01775,18-29,Male,North,Vocational,Employed,,4,80.62,2,,2,4,2,3,3,4,3,4,2,5,2,3,3,5,3,Yes,Yes,No,No,Healthcare professional,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,1.1251
R01776,30-44,Male,North,Vocational,Employed,Low,5,132.42,1,45,3,3,3,2,3,3,2,2,2,1,5,,4,4,5,No,No,No,No,Healthcare professional,No support,Clearer information would help.,Habit-Driven and Resistant,1.0431
R01777,18-29,Female,West,Vocational,Retired,Prefer not to say,,95.19,4,69,4,4,5,3,4,3,3,4,3,3,2,1,,2,4,No,No,Yes,Yes,Social media,No support,I am satisfied with the available options.,Engaged and Confident,1.0027
R01778,45-59,Female,East,Undergraduate,Employed,Low,3,107.35,1,47,4,5,3,4,4,2,4,5,3,,2,2,3,5,1,No,Yes,No,No,Search engine,One-to-one support,Cost is the main issue for me.,Interested but Uncertain,0.8951
R01779,,,North,,Employed,Low,5,69.38,5,35,4,4,5,5,3,5,5,4,4,5,1,1,3,1,1,Yes,Yes,Yes,Yes,Healthcare professional,Digital coaching,,Ready for Change,0.722
R01780,60+,Male,West,Secondary,Self-employed,High,7,131.12,0,55,4,1,2,1,3,3,3,3,2,3,5,5,4,4,4,Yes,No,No,No,Friends or family,Self-guided tools,Personal advice would be useful.,Habit-Driven and Resistant,1.1621
R01781,18-29,Male,Central,Undergraduate,Employed,Lower-middle,3,81.14,1,59,5,2,3,4,5,5,4,5,5,4,2,3,2,2,2,Yes,Yes,Yes,Yes,Friends or family,One-to-one support,Digital tools are convenient.,Ready for Change,1.0012
R01782,18-29,Female,South,Vocational,Employed,Upper-middle,6,133.93,0,24,2,4,1,1,2,1,4,2,2,3,5,5,5,4,5,No,No,No,No,Email,Group support,Clearer information would help.,Habit-Driven and Resistant,0.8138
R01783,,Female,East,Undergraduate,Self-employed,Low,6,101.53,2,51,2,3,3,3,2,4,3,2,2,1,4,4,4,4,4,Yes,Yes,No,No,Social media,One-to-one support,I need more confidence before taking action.,Habit-Driven and Resistant,0.9509
R01784,30-44,Male,West,Secondary,Employed,,5,92.79,5,45,2,5,2,4,3,1,5,4,5,5,2,2,3,5,2,Yes,Yes,Yes,Yes,Search engine,One-to-one support,,Interested but Uncertain,0.9465
R01785,30-44,Female,West,Vocational,Employed,Low,2,,1,37,3,3,3,2,3,4,4,3,2,5,2,1,,3,2,Yes,Yes,No,No,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,1.1269
R01786,30-44,Female,East,Undergraduate,Employed,Upper-middle,7,117.92,0,30,1,3,2,2,2,3,1,1,2,2,3,5,3,4,3,Yes,No,No,No,Email,No support,,Habit-Driven and Resistant,0.9356
R01787,45-59,Female,South,Vocational,Employed,Lower-middle,4,108.56,2,38,2,4,2,3,4,2,4,,4,5,3,2,4,4,2,No,Yes,No,Yes,Email,Self-guided tools,Digital tools are convenient.,Interested but Uncertain,1.0298
R01788,45-59,Male,East,Postgraduate,Unemployed,Low,5,63.44,4,44,2,4,2,5,2,3,5,3,5,4,3,3,2,5,3,Yes,Yes,No,No,Search engine,Self-guided tools,,Interested but Uncertain,0.8733
R01789,18-29,Female,South,Vocational,Employed,Low,7,128.06,2,36,2,2,1,3,3,3,2,2,2,1,5,5,5,4,3,No,No,No,No,Healthcare professional,Self-guided tools,,Habit-Driven and Resistant,1.0199
R01790,60+,Male,Central,Secondary,Employed,Lower-middle,5,77.26,0,,3,5,4,4,5,4,4,,4,3,1,3,3,3,1,Yes,Yes,Yes,Yes,Email,One-to-one support,I prefer flexible support that fits my routine.,Ready for Change,1.2427
R01791,60+,Male,Central,Secondary,Employed,Upper-middle,5,62.8,1,54,3,4,4,3,4,3,4,3,3,3,2,3,4,2,1,No,Yes,Yes,No,Social media,Self-guided tools,Personal advice would be useful.,Engaged and Confident,1.1391
R01792,45-59,Male,Central,Vocational,Employed,Lower-middle,4,116.94,0,15,2,4,2,3,3,4,5,5,3,2,3,1,4,3,3,No,Yes,No,Yes,Healthcare professional,One-to-one support,Cost is the main issue for me.,Interested but Uncertain,0.9137
R01793,30-44,Female,West,Secondary,Self-employed,Lower-middle,4,127.41,2,66,3,1,2,3,3,3,1,2,2,1,3,4,3,3,4,Yes,No,No,No,Search engine,Group support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,1.1254
R01794,60+,Male,East,Secondary,Employed,Lower-middle,2,85.97,1,55,3,5,4,4,4,3,4,5,3,3,1,2,3,2,1,Yes,No,No,No,Search engine,Self-guided tools,Cost is the main issue for me.,Ready for Change,0.9659
R01795,18-29,Male,Central,Undergraduate,Retired,Lower-middle,6,115.68,3,51,3,3,,3,5,4,3,4,3,3,3,3,3,4,4,Yes,Yes,Yes,Yes,Email,Digital coaching,Digital tools are convenient.,Interested but Uncertain,0.7416
R01796,45-59,Female,Central,Secondary,Employed,Lower-middle,4,83.46,3,69,5,4,3,5,,4,4,5,2,5,2,1,4,2,1,No,Yes,Yes,Yes,Social media,Self-guided tools,I need more confidence before taking action.,Engaged and Confident,1.0921
R01797,60+,Female,South,Undergraduate,,Low,3,87.31,1,60,4,4,5,4,4,3,3,2,4,4,2,1,3,2,2,Yes,Yes,Yes,No,Social media,Digital coaching,Cost is the main issue for me.,Engaged and Confident,1.0721
R01798,18-29,Female,West,Postgraduate,Employed,Low,4,110.32,1,60,,3,2,4,3,3,3,4,4,3,4,3,3,4,5,No,Yes,Yes,No,Social media,Self-guided tools,Cost is the main issue for me.,Interested but Uncertain,1.0579
R01799,30-44,Male,East,Vocational,Employed,Low,5,84.55,2,13,2,3,3,4,4,3,4,5,5,3,2,3,2,4,3,Yes,Yes,No,No,Healthcare professional,One-to-one support,Clearer information would help.,Interested but Uncertain,1.1185
R01800,18-29,Male,North,Vocational,Employed,Low,3,102.07,2,92,4,4,5,4,4,4,3,3,4,4,2,1,2,2,1,Yes,Yes,Yes,Yes,Friends or family,Digital coaching,Digital tools are convenient.,Engaged and Confident,1.0503
R01801,45-59,Female,South,Secondary,Employed,Upper-middle,5,75.26,4,47,3,3,4,,4,3,4,4,4,5,2,2,2,1,1,Yes,Yes,No,,Email,One-to-one support,,Engaged and Confident,1.0315
R01802,18-29,Male,South,Secondary,Self-employed,Upper-middle,7,122.73,3,51,3,3,3,5,4,2,5,4,4,3,3,4,3,3,1,Yes,Yes,Yes,Yes,Search engine,One-to-one support,,Ready for Change,1.0654
R01803,30-44,Female,West,Postgraduate,Employed,,4,82.13,3,36,3,4,3,3,2,3,4,3,3,4,3,5,2,4,2,Yes,Yes,No,No,Healthcare professional,Digital coaching,Personal advice would be useful.,Interested but Uncertain,0.899
R01804,45-59,Female,West,Secondary,Employed,Upper-middle,6,88.35,4,5,2,4,2,3,3,3,5,4,4,4,4,3,2,3,3,Yes,Yes,Yes,Yes,Healthcare professional,Group support,I prefer flexible support that fits my routine.,Interested but Uncertain,
R01805,18-29,Male,Central,Undergraduate,Unemployed,Upper-middle,3,95.58,0,57,5,3,5,4,3,4,3,3,5,5,2,1,2,1,2,Yes,No,No,No,Social media,Group support,I prefer flexible support that fits my routine.,Engaged and Confident,1.1598
R01806,18-29,Male,East,Secondary,Employed,Lower-middle,4,142.11,2,73,3,2,3,3,5,4,3,3,5,3,3,1,4,3,5,No,No,No,No,Email,No support,,Interested but Uncertain,0.9029
R01807,30-44,Male,Central,Postgraduate,Self-employed,Low,1,73.91,3,48,3,2,3,5,4,3,,3,2,3,3,3,2,3,3,Yes,Yes,No,No,Healthcare professional,One-to-one support,Cost is the main issue for me.,Interested but Uncertain,1.0046
R01808,30-44,Female,West,Undergraduate,Employed,High,3,58.33,3,40,5,2,5,4,3,5,5,4,2,4,2,3,2,2,2,Yes,Yes,No,No,Email,No support,I prefer flexible support that fits my routine.,Engaged and Confident,1.2205
R01809,45-59,Female,West,Vocational,,Prefer not to say,,,0,21,1,2,1,2,1,2,1,2,2,3,4,4,5,4,4,No,No,No,No,Social media,One-to-one support,I am satisfied with the available options.,Habit-Driven and Resistant,1.1295
R01810,60+,Female,South,Secondary,Self-employed,,6,122.1,0,83,4,3,1,2,2,2,3,1,3,1,5,3,4,4,5,No,Yes,No,No,Friends or family,One-to-one support,Personal advice would be useful.,Habit-Driven and Resistant,0.7123
R01811,30-44,Male,Central,Secondary,Retired,,7,106.73,0,30,3,4,2,2,4,4,4,4,4,4,4,3,3,3,2,No,Yes,Yes,Yes,Search engine,Digital coaching,I prefer flexible support that fits my routine.,Interested but Uncertain,0.8973
